1725210387	94328	5112.33	5018.28	2	-411
2280398172	94328	5086.39	4724.53	1	411
1777053562	98022	4951.63	3559.28	0	-411
2860363738	99903	5724.4	1622.1	3	-411
2402241447	98286	5786.82	2731.47	1	-411
370745255	98286	4906.76	5793.88	1	-411
259238633	91963	5179.94	7851.23	0	411
955593707	101860	5130.45	11061.6	0	-411
896440826	101860	5402.07	2381.84	5	-411
1014760710	96293	4832.32	5794.68	1	411
1423972103	102769	5042.21	4369.01	1	-411
1423972103	102769	5042.21	4369.01	1	-411
581633872	102769	4911.25	5154.29	0	411
1442925480	93119	5379.04	5320.39	0	411
101851975	102295	4955.53	6726.19	1	411
585521773	98019	4955.18	15585.2	1	411
1061692991	98019	5382.47	6984.35	4	411
2724815780	102388	4869.57	7783.04	2	411
51819047	94343	5305.24	13910.1	1	411
51819047	94343	5305.24	13910.1	1	411
648080237	98371	4970.66	7929.81	8	-411
674439330	98371	5248.24	11480.9	5	411
477169834	103375	4897.83	8121.9	1	411
90661395	90272	5297.61	2892.62	0	-411
15964583	96608	4889.85	11340.4	4	411
957578233	98193	5268.13	3292.31	4	-411
886493942	96633	5243.67	14302.3	0	411
1129520801	96633	5757.99	7306.91	4	411
1355842394	93438	5067.2	3401.37	0	-411
10655940	93438	5036.29	4612.01	1	-411
1672969861	93438	5038.29	6693.42	0	411
334779966	102857	5061.17	11715.6	3	411
1370598463	101905	5280.06	3861.79	1	-411
1131405534	103515	5360.47	6550.64	0	-411
1262002213	97824	5763.5	5318.02	0	-411
806048233	97119	5277.45	6740.93	0	-411
1149406155	94321	5244.93	8107.93	1	-411
2655383027	104138	5064.43	4448.69	1	411
1403199916	92056	5187.85	11181.9	0	-411
1403199916	92056	5187.85	11181.9	0	-411
1091572589	98034	5199.94	6236.87	0	-411
349323794	98034	5271.89	5077.85	3	411
570669220	94365	5001.02	4323.62	0	411
1762098598	94222	5258.17	11305.5	0	-411
1042814702	103151	5187.2	1875.49	0	411
2450859063	98295	5378.55	4499.08	0	-411
1055435104	96291	5079.27	2923.02	0	-411
613717123	98108	5312.23	3833.99	4	-411
561013313	102153	5083	7292.85	0	411
1550834887	98327	4875	5067.29	2	-411
766842754	103326	5359.73	7900.38	1	411
766842754	103326	5359.73	7900.38	1	411
1859633913	103326	5363.77	8504.52	0	-411
1859633913	103326	5363.77	8504.52	0	-411
100606567	93846	4889.01	3423.63	2	411
1916132400	93516	5386.73	8094.37	0	-411
817079640	102904	4904.26	4994.37	0	-411
1228218423	96244	5150.65	11391.7	4	411
1228218423	96244	5150.65	11391.7	4	411
255881618	96744	5294.18	6935.74	2	411
1041185857	98063	5145.29	4677	4	411
1041185857	98063	5145.29	4677	4	411
910475721	102790	5605.87	7533.58	4	411
910475721	102790	5605.87	7533.58	4	411
1050664879	102206	5339.9	5418.42	0	411
717198185	101671	5494.59	8495.38	1	411
421818276	103682	5025.58	1889.48	9	411
997878061	103682	4835.78	7219.39	2	411
233432377	103140	5314.94	5890.82	1	411
1452205458	89979	5534.65	3164.31	9	411
423894854	89979	4953.06	5410.07	0	-411
2748493375	101861	4877.25	14724.8	1	411
2063475599	96630	4933.19	4284.87	1	-411
1157343385	102143	4844.28	6960.34	0	-411
317689537	102143	5399.98	5936.59	2	-411
931504521	98646	4921.09	8620	0	411
448324897	103149	5320.37	5729.42	0	411
1489837633	102767	5052.76	4620.86	0	411
297034875	92229	5421.94	2841.1	3	411
313421779	96817	5445.05	2796.57	5	411
1539148421	103360	5025.18	2934.13	0	-411
447929553	92112	5311.68	4024.46	1	411
987099779	92112	5025.92	1507.48	0	-411
880086237	92112	5336.77	7675.65	1	411
585373380	103143	5684.33	9673.38	1	-411
1309790522	103143	5256.04	4335.94	2	411
1287389578	102755	5688.32	3062.17	8	411
929263068	102755	5361.89	4575.74	1	-411
206254316	97858	4842.17	10628.1	2	411
397264282	89351	5670.4	2017.77	0	-411
408050983	89351	4961.54	5441.83	1	-411
111225678	98297	5272.6	9051.69	0	411
520992153	102806	5757.45	13685.4	2	411
264126456	98189	5010.32	4617.26	5	411
792595785	93103	5108.45	5594.09	2	411
770608497	91929	5354.93	8964.28	3	411
2008299036	94225	5251.89	5391.57	3	411
739709172	103318	4877.56	5323.49	1	411
488530908	91921	5109.41	8495.09	1	411
322407388	93587	5676.53	9600.25	1	-411
1066803970	98225	5383.32	1632.35	2	411
369703241	93565	4977.22	1669.16	1	411
1499719902	102006	5369.04	6061.04	0	-411
1289059445	92894	5031.93	5830.48	2	411
1201209048	92894	5116.76	3249.45	4	-411
1228350893	93257	5040.49	7557.46	0	411
114464227	92894	5166.27	1901.62	2	411
537141117	92894	5453.55	23067.1	2	-411
364927479	102585	5322.18	5925.75	1	-411
1814072221	92672	4872.46	12682.1	2	-411
903647121	90164	5125.98	3053.36	0	411
2371887011	98125	5061.47	5025.16	1	-411
2142519477	102090	4997.75	4595.69	0	411
50288215	99723	5947.45	12342	0	411
682197556	92979	5338.83	2641.24	2	411
823740920	92979	5262.4	11107.2	1	-411
141251993	92979	5079.43	5312.14	1	-411
141251993	92979	5079.43	5312.14	1	-411
626438998	93442	4825.34	6678.89	1	-411
2868374111	102008	5028.06	7236.97	1	411
2011884635	92618	5123.46	6472.3	0	411
84438284	102384	5419.14	5344.62	0	411
91613367	92840	5387.55	2719.5	1	-411
447329786	92227	5431.75	5682.64	0	-411
947244835	90570	5199.28	6204.32	0	411
731461754	90570	5031.44	11133.1	5	411
2646408314	102437	4818.48	3525.45	0	-411
1436181283	102437	5348.92	2204.16	0	411
1436181283	102437	5348.92	2204.16	0	411
1436181283	102437	5348.92	2204.16	0	411
97648439	102437	5272.56	6309.34	1	411
97648439	102437	5272.56	6309.34	1	411
2542365472	102437	4940.79	2543.05	9	411
1916108967	102437	5380.01	4817.83	3	-411
1916108967	102437	5380.01	4817.83	3	-411
1344059214	93479	5451.69	6311.52	4	-411
1674428779	98378	4919.94	3115.27	2	411
2345997149	98378	5211.19	6706.91	6	411
2345997149	98378	5211.19	6706.91	6	411
2345997149	98378	5211.19	6706.91	6	411
2345997149	98378	5211.19	6706.91	6	411
404527896	103379	5045.54	4428.97	3	411
509733975	89414	5157.69	3670.74	1	-411
836861008	89961	5341.91	6523.78	2	411
1477705718	98645	5034.58	7462.79	0	-411
2662529950	101775	4812.99	7632.45	1	411
2025454339	96970	5587.72	2747.69	8	-411
733785055	96970	5586.17	1943.59	0	411
2693630903	102506	5364.99	5377.6	2	411
248468052	92906	5184.6	3553.15	1	-411
1362274640	92906	5125.41	7008.58	3	-411
1362274640	92906	5125.41	7008.58	3	-411
422188986	90562	4989.36	7643.28	2	-411
422188986	90562	4989.36	7643.28	2	-411
1374365479	101503	5642.13	14860	3	411
1849395792	102756	5245.08	7116.93	1	411
1306744947	94000	5457.77	8564.14	1	411
402301758	98610	5130.72	3620.72	0	-411
1217055405	103394	5085.09	2436.18	1	-411
2257384869	99623	4868.27	9036.85	3	-411
1851684394	101772	5404.04	7856.52	0	-411
505493885	98904	5139.11	8589.18	0	411
546068629	98038	5038.54	2518.81	1	-411
101697250	103317	5071.63	8384.36	0	411
2040165585	93067	5376.93	2140.9	1	411
2306358851	93067	4895.5	4602.71	16	-411
724534851	102590	5116.03	7876.28	5	411
1546881906	92223	4824.8	7103.04	0	-411
2567604247	96759	5100.39	4287.28	1	-411
481008102	94376	5181.75	2068.32	2	411
392951792	96761	5214.83	3141.96	0	-411
241759410	92859	5214.88	5250.35	6	411
241759410	92859	5214.88	5250.35	6	411
2042896308	94323	5258.4	4909.74	1	-411
833023597	92568	4833.12	4856.26	0	411
2311653864	102452	5093.27	8955.56	12	-411
1037622020	98379	5360.64	8653.71	0	411
160777308	92527	5021.04	5974.05	3	411
160777308	92527	5021.04	5974.05	3	411
160777308	92527	5021.04	5974.05	3	411
213441316	103556	5052.96	9757.23	0	-411
1153030620	101899	5154.57	2535.8	1	411
145036373	101854	5626.73	3659.97	6	411
298492735	93270	5150.71	3558.86	3	-411
38167536	97771	4998.07	6565.32	1	411
499672109	92314	5379.32	6502.37	1	-411
990711585	92003	5373.17	1622.29	2	411
990711585	92003	5373.17	1622.29	2	411
990711585	92003	5373.17	1622.29	2	411
