1509915127	98286	5184.72	7681.62	0	411
1134580316	102438	4916.22	16746.6	2	-411
161977013	103392	5271.9	8884.76	1	411
1021132445	92223	4863.41	2600.63	3	-411
110870232	103318	5127.51	6054.77	3	411
21063185	98121	5202.6	4665.13	0	-411
1430829333	90323	4925.31	6505.9	1	411
59976736	93125	4859.12	7750.59	3	411
253164654	104192	4822.19	3847.57	2	411
2268766577	98370	4851.52	6293.49	0	-411
616736598	92565	4958.87	11736.2	4	-411
2502207167	102451	5458.63	2540.29	1	-411
1107472043	104136	4837.89	7871.04	2	-411
34819155	92053	4900.7	10114.2	2	411
58077153	93405	5687.55	8083.37	0	411
2118378029	93101	5127.65	8116.01	0	-411
1434165324	98130	4960.72	3083.91	8	-411
95677794	94011	5886.47	10101.4	46	-411
556699790	92527	5048.78	3024.19	3	411
168463776	103556	5092.92	5477.19	3	-411
2385551100	102861	5262.33	6152.41	1	-411
2551432311	96759	5270.92	8849.94	6	-411
1940840344	101772	4857.04	7338.49	7	411
1885731300	102009	5103.86	8191.87	0	411
1131929942	102433	5369.05	17559.1	0	-411
687996991	101776	4870.31	5010.64	0	-411
810041833	101744	5566.82	3745.63	3	-411
875392193	103550	5107.74	5003.03	4	-411
774535702	93166	4940.21	4314.82	1	411
728552810	103511	5913.38	10274.5	1	-411
969063389	98220	4885.7	6086.42	12	411
778352493	101503	5007.08	19163.8	0	411
485644367	94321	5272.75	13380.7	4	411
2780974236	101760	4905.94	4211.24	1	-411
1075092825	87977	4853.35	3520.78	20	-411
1075092825	87977	4853.35	3520.78	20	-411
1075092825	87977	4853.35	3520.78	20	-411
163819967	90403	4990.98	6990.66	3	411
96256953	89983	5175.39	8069.96	0	-411
855093262	92220	5020.57	5030.11	3	-411
2146925164	94268	5211.65	3653.57	0	411
192397187	102595	4842.4	8548.82	1	411
45912340	91733	5918.11	6401.84	8	-411
31725693	96761	4934.71	5435.12	0	-411
444720301	93406	4959.75	36394.5	0	-411
541295598	97846	5695.64	16371.5	1	-411
742177400	93410	5053.07	4353.43	13	-411
338164923	97230	4976.07	5629.57	1	-411
287237068	93802	4948.3	5041.75	1	-411
7825421	96278	4838.42	8527	0	411
1537241007	93183	5022.44	10232.1	1	-411
595664902	102869	5390.19	7633.89	0	411
159253321	90186	5357.43	7326.55	0	-411
2282836248	97889	5482.14	3504.41	4	411
87201538	93555	5430.04	2369.97	7	411
695020575	94370	5381.29	6257.32	1	411
187384425	96214	5277.83	3240.67	1	411
986256207	101767	5188.37	8739.18	1	-411
1411179434	103154	4892.09	8900.74	3	411
959811273	93803	5260.77	4714.86	1	-411
1112107818	103550	5252.01	7656.44	50	411
1112107818	103550	5252.01	7656.44	50	411
147456786	101383	4960.08	2815.32	0	411
1332822244	103215	5365.13	5723.17	4	-411
511171585	90431	5008.04	5598.78	3	-411
1458285993	103212	5544.98	4760.1	4	-411
948780348	93230	4983.54	2407.71	1	411
536799776	98286	5366.68	5142.21	1	-411
1677600953	93169	5145.81	2635.85	2	411
245210434	101906	4851.74	2220.74	4	-411
1095902080	99643	5208.43	3155.22	0	411
807852600	101530	5126.96	2878.69	4	-411
714865383	93171	5353.67	3469.16	0	411
1541864836	103631	4883.76	4988.74	0	411
1006232004	98051	5181.12	2868.79	0	411
877217422	94362	5056	2255.42	1	-411
3077291997	101666	4985.9	14280.8	1	-411
2402819240	98192	5495.32	6805.49	22	-411
513392831	102797	5031.51	8708.81	10	411
122305883	102011	5035.88	10841.2	4	-411
367417739	103369	4826.63	6239.62	1	411
85936459	102377	4946.13	3938.73	1	-411
132793740	92598	5446.01	4329.59	1	-411
1428650904	103144	5301.04	2895.85	2	-411
1024485425	93518	5015.87	12871.7	4	411
914753672	93057	5589.08	2296.87	7	411
111395350	101410	5485.56	3002.02	2	-411
142476239	103364	5110.93	6185.88	0	-411
1838835377	94316	5114.41	6612.39	3	411
2583424404	98057	4855.27	4619.49	4	-411
4933440	98968	4856.86	4689.84	1	-411
1609180630	98219	5398.19	4856.11	1	411
649882905	103147	5125.26	2496.87	1	411
792978627	92854	4811.14	5224.78	4	411
389727404	103176	5383.36	3153.88	1	-411
151104837	102863	4971.11	11160.1	6	411
1724200960	102385	4807.82	5048.22	3	-411
1325104536	96245	4883.69	6465.65	1	411
3447977	102399	5419.6	10116.4	2	-411
189425280	98939	5245.84	6187.76	1	411
570058054	92165	5266.03	8152.92	2	-411
926051183	103554	4947.32	6103.43	0	411
670171018	102357	5412.5	3198.23	0	-411
1221717136	97818	5060.04	3401.22	0	-411
1062230287	96764	5708.12	4151.83	1	411
1062230287	96764	5708.12	4151.83	1	411
1013667767	92939	5513.28	9185.34	4	411
480951364	98201	4859.64	4293.1	0	-411
2105387888	102091	4988.46	11176.8	0	-411
672532059	92973	5349.77	3180.07	3	411
602900494	93801	5067.05	6154.75	0	-411
259561854	103391	5015.88	9102.12	0	411
