52743034	98104	5558.42	3103.29	0	-411	
2527027382	98022	5110.99	4148.92	5	-411	
1509915127	98286	5184.72	7681.62	0	411	
1509915127	98286	4953.08	7681.62	3	411	
1390382252	102861	5136.86	2512.16	1	-411	
222393062	98298	5373.67	3853.94	1	411	
989724698	94216	5284.92	5679.89	0	-411	
2524502212	102180	4896.14	7901.84	0	-411	
155191625	92675	5160.02	5154.8	2	-411	
341575997	90556	4847.65	3779.77	0	411	
125086937	102003	5373.96	4896.16	1	-411	
2808843340	101408	5029.07	11403.6	2	-411	
107449912	97786	4853.24	3795.6	0	411	
663480302	97786	4844.77	4433.03	0	-411	
166623225	102157	5344.78	2043.42	6	411	
2205204665	97786	4960.13	936.583	0	-411	
515424901	103155	4854.33	3752.84	0	-411	
115327773	103375	5041.82	3191.1	2	-411	
919624844	103375	4825.65	5430	0	411	
1602027972	103375	5063.61	6411.21	1	-411	
1427942247	97784	5257.2	1460.06	0	411	
1285808576	102756	4885.2	11715.2	1	411	
421940695	93438	5027.75	3322.85	0	-411	
617358573	94224	5205.77	3678.76	1	-411	
1559417330	94224	4839.49	1808.2	2	-411	
1134580316	102438	5141.44	16746.6	0	-411	
1134580316	102438	4916.22	16746.6	2	-411	
1223618775	102438	5404.17	3416.8	2	-411	
1521805939	102593	4891.3	11162.4	1	-411	
224732516	96757	4888.01	6062.68	0	-411	
1920536256	93052	4909.01	6543.82	1	-411	
1259949374	93067	5379.28	12480.6	2	-411	
2455251622	97812	5719.59	5320.7	1	411	
1213486893	96215	4919.18	11379.1	4	411	
1008881259	99723	4907.88	5043.55	1	-411	
786852162	99723	4922.33	1397.5	0	411	
2540299168	103151	5205.13	1621	1	411	
581256382	97903	4898.94	6400.24	2	411	
1147026924	97903	5672.51	9600.23	0	411	
992744700	92673	4818.65	8542.05	24	411	
2045362131	98608	5581.37	3215.91	3	-411	
792560003	103142	5342.3	5331.79	0	411	
1551038979	103142	4952.42	4379.24	1	411	
399632105	102153	5072.45	4856.13	1	-411	
1232310640	90322	4883.81	3119.37	2	-411	
299184281	90322	5153.34	9626.17	9	411	
922263967	90272	5870.8	6781.57	2	411	
2251864370	103326	4842.21	7736.66	0	411	
2699099354	103326	4828.44	3547.14	1	-411	
2062020748	93597	5485.17	4553.35	1	-411	
843959662	96608	5185.91	4397.41	2	-411	
141752578	103502	5278.84	9529.99	3	-411	
727398460	96633	5451.1	3398.17	3	411	
2393067733	96633	4919.78	13264.7	2	-411	
1352665781	99623	5165.5	6523.56	1	411	
1731188941	102090	5145.73	7365.36	0	-411	
2390366507	102090	5015.05	5159.38	4	411	
2516507144	102090	4898.15	1999.47	1	-411	
1643787792	98331	5176.45	12344.9	0	-411	
1887853924	102206	5366.8	5154.04	2	-411	
1535389222	102206	4870.16	5525.86	1	-411	
627711718	102292	5437.23	7717.9	3	411	
950760468	98305	4839.33	5987.12	1	-411	
841248591	98305	5396.38	1987.8	1	-411	
1657748715	97893	4876.65	3974.55	1	-411	
2189174846	98378	4807.84	7363.3	0	-411	
676769525	98328	5300.75	11558.9	1	-411	
347752254	98378	5051.2	4449.81	1	411	
1257708465	102158	5276.58	4229.28	0	-411	
403458575	98295	5229.25	12379.8	0	411	
694573391	96291	5395.44	3001.65	1	411	
28370343	96628	5442.02	4899.52	1	411	
147069858	96628	5479.47	9569.13	0	-411	
612667340	96628	5345.22	12077.8	1	-411	
323870857	87766	5130.93	3512.3	0	-411	
92861805	89959	4828.92	8929.92	0	-411	
1392196073	97787	4954.33	3728.97	1	-411	
1142326344	90164	4810.34	3530.71	1	411	
282534121	90432	4883.86	2709.91	1	411	
281346719	90207	5554.17	3769.48	0	411	
629932763	91963	4981.25	11490.7	0	-411	
576331334	101515	4869.49	4003.32	0	-411	
615401339	101515	5066.49	4776.55	0	411	
1499010694	101515	5334.21	6469.12	0	411	
2907143230	101515	5317.55	8262.91	1	-411	
695094621	101515	5532.84	3256.86	1	411	
766613912	96817	4995.54	12129.6	1	-411	
1046150653	90095	5022.21	3421.01	3	411	
531696180	102802	5170.15	2179.91	0	-411	
161977013	103392	5470.43	10451.9	0	-411	
161977013	103392	5271.9	8884.76	1	411	
510099638	103392	5371.03	2707.16	0	-411	
932257880	103392	5797.01	2091.42	1	-411	
525045535	90051	4896.67	2126.09	0	411	
153569015	102083	5145.81	4214.68	1	-411	
862569265	102083	4915.41	6677.06	0	411	
1534080270	102083	5538.06	5139.43	1	-411	
979195073	103140	4953.9	10050.9	14	-411	
2187823334	101766	5407.23	3165.13	2	411	
1021132445	92223	4822.69	2600.63	0	-411	
1021132445	92223	4863.41	2600.63	3	-411	
1418845116	92223	5171.93	6081.79	7	411	
1460332188	101766	5631.81	8360.32	0	-411	
703282209	101766	5041.94	7131.56	1	411	
348978375	93126	5097.62	11387.5	2	411	
34761951	90374	5225.09	3878.5	6	411	
782293796	102434	5202.83	3428.36	0	-411	
1409227207	98044	5067.42	3468.78	0	-411	
58526026	98105	4958.01	11185.9	0	-411	
75725305	98190	5287.95	5371.2	1	411	
272898284	98124	4912.01	6220.83	6	411	
1178649251	97121	4987.21	2888.4	1	411	
971877865	98122	5113.9	3915.42	2	-411	
882100794	93522	5280.37	4446.04	0	-411	
125019473	98122	4869.53	8091.37	4	411	
760060018	96757	5394.91	20883.3	0	411	
552418038	102790	4946.21	5184.29	1	411	
