61984336	98104	5214.42	6476.15	3	411	
675412603	98104	4922.34	4418.71	7	411	
910809783	98104	5029.45	5105.78	1	411	
812603006	98104	4946.04	5150.51	2	411	
858346329	98104	4861.62	13079	1	-411	
574240497	98217	5143.8	2722.27	2	411	
2280140121	94328	5143.38	1962.85	0	-411	
1557107981	94328	5238.22	4794.41	1	411	
1634333186	94328	5457.58	1663.83	0	-411	
124739988	94328	4927.75	2152.95	0	411	
1725210387	94328	5191.65	5018.28	1	-411	
1725210387	94328	5112.33	5018.28	2	-411	
244075234	94328	5215.55	6831.36	2	-411	
2280398172	94328	5093.84	4724.53	0	411	
2280398172	94328	5086.39	4724.53	1	411	
1777053562	98022	4951.63	3559.28	0	-411	
1777053562	98022	4947.36	3698.44	2	411	
588446979	98022	5261.11	4807.89	0	411	
2629143088	98022	4901.74	5767.35	0	-411	
1305146557	98022	5035.08	7603.94	3	-411	
2474245653	98022	4831.17	7665.78	5	-411	
2347045597	98022	5039.52	2246	0	-411	
2357577797	98022	5250.07	5893.04	1	-411	
851134563	99903	5566.24	4588.22	0	-411	
2860363738	99903	5715.14	1622.1	1	-411	
2860363738	99903	5724.4	1622.1	3	-411	
1912911515	99903	4907.57	6018.43	4	411	
465471636	99903	4994.82	1230.14	0	-411	
494256144	99903	5644.93	4172.03	1	411	
2003655940	99903	5395.47	7259.64	0	-411	
1989433793	99903	4892.49	1974.2	1	411	
2402241447	98286	5875.69	2731.47	0	-411	
2402241447	98286	5786.82	2731.47	1	-411	
1000634815	98286	5426.04	11704	4	-411	
2060800779	98286	5208.12	5902.37	0	-411	
370745255	98286	4906.76	5793.88	1	-411	
370745255	98286	5016.78	5793.88	3	-411	
857462653	103370	5351.78	2964.72	3	-411	
277204172	98054	4939.91	6303.26	2	411	
429131501	98054	4866.84	3793.26	0	-411	
180870237	98054	4903.89	10619.6	0	411	
375862292	98054	4965.56	4363.95	1	411	
236520501	98054	4910.71	8866.81	0	-411	
163596631	98054	4985.96	8870.67	0	-411	
47595541	87715	5335.44	4337.5	0	-411	
1050940386	100069	5037.69	7611.07	0	411	
1636184854	100069	5026.88	7187.98	0	-411	
785656510	100069	5381.84	5490.6	0	-411	
970782177	100069	4922.9	5694.06	2	411	
1962498085	102452	5290.58	5287.56	0	-411	
1932547840	98377	5143.15	3618.77	1	411	
385097147	98377	5019.28	5102.91	0	411	
389102841	98377	5360.08	2582.99	0	-411	
1191206398	98377	5457.47	5012.44	2	-411	
198863525	101403	5378.19	6246.88	0	-411	
367943010	94224	5159.61	2982.87	0	-411	
1638346958	94224	4977.95	2078.74	1	-411	
1568364831	94224	4940.53	4238.14	0	-411	
1112614383	94224	4995.52	4234.5	1	411	
1572744847	94224	5392.61	3844.51	1	411	
190006587	91963	4965.77	2787.41	0	-411	
207643556	91963	5127.13	2541.03	1	411	
117795379	91963	5364.91	1734.17	1	-411	
140388562	91963	5070.08	3282.27	0	-411	
78200590	91963	5325.23	10319.3	2	411	
81670923	91963	5241.01	10753.6	1	411	
259238633	91963	5179.94	7851.23	0	411	
259238633	91963	5081.06	7851.23	2	411	
298429049	91963	5400.29	11728.8	0	411	
518458729	91963	5091.73	4363.55	0	-411	
598966894	101911	5194.31	5627.2	1	-411	
2150504265	93070	5156.74	5971.05	0	411	
973578947	93070	5341.63	4797.23	0	-411	
1462635323	93070	5092.07	1894.33	1	411	
1016414351	92162	4970.11	8198.71	1	-411	
453350559	93594	5345.9	2116.39	0	-411	
955593707	101860	5130.45	11061.6	0	-411	
955593707	101860	4879.38	11061.6	1	-411	
896440826	101860	5414.68	2381.84	0	-411	
896440826	101860	5402.07	2381.84	5	-411	
2730256606	101860	5341	9897.35	0	-411	
1307336878	101860	5043.44	10318.9	1	-411	
411601657	96954	4955.33	6344.45	0	-411	
446294789	96954	5324.32	9330.92	0	-411	
827806934	96954	5241.51	4791.38	1	411	
339003601	96954	5366.05	6315.25	0	-411	
85633672	96293	5224.75	2176.03	0	-411	
182682593	96293	4865.92	7346.43	4	411	
1219834749	96293	5388.44	5825.65	1	-411	
1604053933	96293	5213.92	10157.3	0	411	
1596440276	96293	5376.22	3881.35	1	411	
961213564	96293	4914.1	7026.16	0	-411	
1014760710	96293	5071.35	5794.68	0	411	
1014760710	96293	4832.32	5794.68	1	411	
773697209	96293	4922.24	1900.7	0	-411	
1568152445	96293	5355.29	2840.58	2	-411	
1171939528	96293	5048.31	7827.85	2	-411	
1094755331	96293	5345.26	15166.7	0	411	
1570187265	94216	5377.66	3691.32	2	-411	
449395572	94216	5373.53	9919.53	1	411	
461313761	94216	5357.89	6534.08	0	411	
304903735	94216	4814.28	7241.11	1	411	
1269203720	94216	5366.32	8695.55	1	-411	
124058635	102769	4816.77	4669.82	0	-411	
716850039	102769	5026.34	3349.67	7	-411	
921264715	102769	5093.54	1718.04	1	411	
2101227478	102769	4837.68	5398.9	0	411	
1423972103	102769	5066.49	4340.03	0	-411	
1423972103	102769	5042.21	4369.01	1	-411	
1423972103	102769	4823.19	4369.01	2	-411	
581633872	102769	4911.25	5154.29	0	411	
581633872	102769	5115.23	5154.29	1	411	
615946573	96628	5159.24	3705.24	1	-411	
1861515633	96628	5037.12	13187.8	1	-411	
1497692037	96628	5206.6	8448.57	0	411	
861850808	96628	4922.66	1307.69	1	411	
1446784600	103631	5140.05	21436.8	0	-411	
459221460	103631	5370.36	4060.61	1	411	
1198539096	93119	5417.42	9674.61	1	411	
1122784694	93119	4919.21	2798.22	1	411	
1442925480	93119	5379.04	5320.39	0	411	
1442925480	93119	5087.84	5320.39	1	411	
1809722543	93119	5386.53	4523.91	1	411	
977804935	96248	5691.92	3111.18	2	411	
386468256	96248	4826.95	11264.6	1	411	
393871513	102587	4837.59	4910.79	1	411	
43535037	102295	5271.76	1444.73	0	-411	
101851975	102295	5355.12	6726.19	0	411	
101851975	102295	4955.53	6726.19	1	411	
114589532	102295	4978.4	5283.4	0	-411	
1054398274	102295	4819.65	4286.03	1	-411	
1216891947	102295	5155.06	10424.8	1	411	
1060544838	102295	5366.85	1705.95	6	411	
189300792	102295	5019	5421.5	0	411	
542198620	102267	4925.38	10915.6	0	-411	
566712081	102267	4986.8	16780.3	1	411	
1412975834	102267	5132.21	2461.42	2	-411	
331092490	90056	5160.55	4200.52	0	-411	
971553032	90056	5204.21	5318.25	0	-411	
623766839	90056	5124.66	4498.65	1	-411	
456043614	90056	5029.98	4944.89	1	411	
76756141	90056	4846.47	5001.5	1	411	
730031024	90056	5484.72	2552.07	0	-411	
1611597757	98019	5257.3	1953.14	0	411	
1626006303	98019	5079.89	4388.5	2	411	
1788650925	98019	5597.1	4861.27	1	-411	
1380608251	98019	5071.57	3491.35	0	411	
585521773	98019	4841.48	15585.2	0	411	
585521773	98019	4955.18	15585.2	1	411	
574657014	98019	5235.03	4386.58	0	411	
1735296789	98019	4972.72	6950.5	0	-411	
1789810292	98019	5124.85	1836.59	5	411	
1061692991	98019	5382.47	6984.35	4	411	
1061692991	98019	5343.29	6984.35	6	411	
76212283	102371	5265.51	5317.13	0	-411	
55156544	104024	5169.44	2511.34	2	411	
2234986526	104024	5539.32	2801.2	1	-411	
2488678244	104024	4920.43	11339.3	1	411	
2372107351	92634	5381.14	7686.11	0	-411	
1817907226	92634	5099.26	10194.2	0	-411	
1865956762	92634	5102.69	10178.8	2	411	
537051602	92634	5378.41	9545.03	0	411	
479257746	92634	5761.15	5736.57	7	411	
1090940053	102388	5143.72	11476.1	1	411	
2724815780	102388	4869.57	7783.04	2	411	
2724815780	102388	5109.44	7783.04	3	411	
2086861622	102388	5357.72	7958.19	0	411	
1255104868	102388	5171.02	2058.51	0	-411	
298203827	93012	4923.78	4622.86	0	-411	
444874842	93012	5205.15	3468.5	1	411	
202190416	93012	5377.03	5216.91	2	411	
277326561	93012	5013.81	3770.37	0	411	
1125693571	93012	5096.41	1557.1	3	411	
426333142	93012	5146.89	4485.01	4	411	
1058807023	93012	5088.49	4223.6	0	411	
1350202225	93012	4954.79	2931.9	0	-411	
644609865	93511	5204.66	4390.23	0	411	
2004325516	93511	5145.16	3609.26	1	411	
